,阳历年份,季节号,序号,插补号,卷号,册号,书名,出版单位,版本年号,版本年代,版本干支,版本季节,页码,地区,地名_题头,机构一,机构二,机构三,缺分,官缺等级,官职一,官职二,加级,加级军功,爵位,身份一,姓,名,字号,原籍省,原籍县,籍贯省,籍贯县,身份二,旗分,出身一,科年一,出身二,科年二,铨选年号,铨选年代,铨选闰月,铨选月,铨选方式
266358,1906.0,1.0,6902.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,268,河南省,林慮,彰德府,林縣,,簡缺,繁,知縣,,,,,,廖,學沂,,,,四川,富順,,,貢生,,,,,,,,
266362,1906.0,1.0,6906.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,268,河南省,繁陽,彰德府,內黃縣,,要缺,繁難,知縣,,,,,,,愛仁,,,,,,蒙古,正黃,進士,,,,,,,,
266368,1906.0,1.0,6912.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,268,河南省,陽邑,彰德府,武安縣,,簡缺,繁,知縣,,,,,,莊,鍾濟,,,,江蘇,陽湖,,,進士,,,,,,,,
266372,1906.0,1.0,6916.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,268,河南省,刈陵,彰德府,涉縣,,簡缺,,知縣,,,,,,顧,壽椿,,,,浙江,山陰,,,進士,,,,,,,,
266380,1906.0,1.0,6924.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,牧野,衛輝府,汲縣,,中缺,衝繁,知縣,,,,,,裘,祖諤,,,,直隸,河間,,,副榜,,,,,,,,
266384,1906.0,1.0,6928.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,新樂,衛輝府,新鄉縣,,中缺,衝繁,知縣,,,,,,徐,引源,,,,直隸,遵化州,,,附貢,,,,,,,,
266388,1906.0,1.0,6932.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,甯邑,衛輝府,獲嘉縣,,中缺,衝繁,知縣,,,,,,周,兆麒,,,,順天,寶坻,,,廩貢,,,,,,,,
266393,1906.0,1.0,6937.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,古股,衛輝府,淇縣,,簡缺,衝,知縣,,,,,,王,同文,,,,山東,長山,,,監生,,,,,,,,
266396,1906.0,1.0,6940.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,其城,衛輝府,輝縣,,簡缺,繁,知縣,,,,,,李,如棠,,,,安徽,合肥,,,監生,,,,,,,,
266401,1906.0,1.0,6945.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,酸棗,衛輝府,延津縣,,中缺,衝疲,知縣,,,,,,周,常炳,,,,直隸,天津,,,舉人,,,,,,,,
266405,1906.0,1.0,6949.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,黎陽,衛輝府,濬縣,,中缺,衝繁,知縣,,,,,,汪,奎,,,,安徽,黟縣,,,舉人,,,,,,,,
266410,1906.0,1.0,6954.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,京城,衛輝府,滑縣,,要缺,繁難,知縣,,,,,,呂,相曾,,,,山東,萊蕪,,,監生,,,,,,,,
266416,1906.0,1.0,6960.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,封父,衛輝府,封邱縣,,簡缺,繁,知縣,,,,,,黃,庭芝,,,,廣東,文昌,,,拔貢,,,,,,,,
266428,1906.0,1.0,6972.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,刑邱,懷慶府,河內縣,,要缺,衝繁,知縣,,,,,,苗,夑,,,,江蘇,上元,,,監生,,,,,,,,
266433,1906.0,1.0,6977.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,王屋,懷慶府,濟源縣,,簡缺,難,知縣,,,,,,魯,恩培,,,,順天,大興,,,監生,,,,,,,,
266438,1906.0,1.0,6982.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,卷縣,懷慶府,原武縣,,簡缺,難,知縣,,,,,,溫,紹樑,,,,山西,太谷,,,監生,,,,,,,,
266443,1906.0,1.0,6987.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,269,河南省,山陽,懷慶府,修武縣,,中缺,衝繁,知縣,,,,,,王,含棠,,,,甘肅,莊浪,,,舉人,,,,,,,,
266448,1906.0,1.0,6992.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,安昌,懷慶府,武陟縣,,,,知縣,,,,,,張,秀升,,,,山西,介休,,,監生,,,,,,,,
266454,1906.0,1.0,6998.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,水基,懷慶府,孟縣,,要缺,衝繁,知縣,,,,,,孫,壽彭,,,,浙江,歸安,,,監生,,,,,,,,
266459,1906.0,1.0,7003.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,平泉,懷慶府,溫縣,,簡缺,繁,知縣,,,,,,周,照堂,,,,江西,玉山,,,監生,,,,,,,,
266463,1906.0,1.0,7007.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,白溝,懷慶府,陽武縣,,簡缺,繁,知縣,,,,,,錢,汝鈞,,,,浙江,會稽,,,監生,,,,,,,,
266473,1906.0,1.0,7017.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,伊関,河南府,洛陽縣,,要缺,衝繁難,知縣,,,,,,,空白,,,,,空白,,空白,,,,,,,,,
266478,1906.0,1.0,7022.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,侯氏,河南府,偃師縣,,簡缺,衝,知縣,,,,,,李,龍書,,,,順天,大興,,,監生,,,,,,,,
266482,1906.0,1.0,7026.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,芝田,河南府,鞏縣,,簡缺,衝,知縣,,,,,,,舒泰,,,,,,滿洲,正紅,進士,,,,,,,,
266485,1906.0,1.0,7029.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,河清,河南府,孟津縣,,簡缺,,知縣,,,,,,田,務本,,,,山東,鉅野,,,廕生,,,,,,,,
266489,1906.0,1.0,7033.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,甘棠,河南府,宜陽縣,,簡缺,,知縣,,,,,,趙,景彬,,,,浙江,歸安,,,廕生,,,,,,,,
266494,1906.0,1.0,7038.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,崈高,河南府,登封縣,,簡缺,,知縣,,,,,,汪,繼祖,,,,江蘇,江甯,,,監生,,,,,,,,
266498,1906.0,1.0,7042.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,能耳,河南府,永甯縣,,簡缺,,知縣,,,,,,石,作棫,,,,直隸,天津,,,舉人,,,,,,,,
266502,1906.0,1.0,7046.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,東垣,河南府,新安縣,,簡缺,衝,知縣,,,,,,言,有章,,,,順天,宛平,,,優貢,,,,,,,,
266506,1906.0,1.0,7050.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,俱利,河南府,澠池縣,,簡缺,衝,知縣,,,,,,盧,恩澤,,,,安徽,無為州,,,？生,,,,,,,,
266510,1906.0,1.0,7054.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,270,河南省,陸渾,河南府,嵩縣,,簡缺,難,知縣,,,,,,龔,文明,,,,湖北,襄陽,,,監生,,,,,,,,
266522,1906.0,1.0,7066.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,恒農,陝州直隸州,靈寶縣,,中缺,衝繁,知縣,,,,,,王,仕京,,,,四川,綦江,,,舉人,,,,,,,,
266527,1906.0,1.0,7071.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,湖城,陝州直隸州,閿鄉縣,,中缺,衝難,知縣,,,,,,孔,繁昌,,,,貴州,貴筑,,,進士,,,,,,,,
266532,1906.0,1.0,7076.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,欒州,陝州直隸州,盧氏縣,,簡缺,,知縣,,,,,,丁,炳文,,,,江蘇,宜興,,,附貢,,,,,,,,
266541,1906.0,1.0,7085.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,杜衍,南陽府,南陽縣,,要缺,衝繁難,知縣,,,,,,陶,炯照,,,,湖北,,,,,,,,,,,,
266548,1906.0,1.0,7092.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,五陽,南陽府,南召縣,,簡缺,難,知縣,,,,,,陳,吉樟,,,,山東,長清,,,副榜,,,,,,,,
266553,1906.0,1.0,7097.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,課陽,南陽府,鎮平縣,,簡缺,,知縣,,,,,,史,宜詠,,,,陝西,安定,,,廩生,,,,,,,,
266557,1906.0,1.0,7101.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,西淮,南陽府,唐縣,,中缺,繁難,知縣,,,,,,胡,開元,,,,四川,遂甯,,,監生,,,,,,,,
266562,1906.0,1.0,7106.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,慈邱,南陽府,泌陽縣,,簡缺,,知縣,,,,,,,錫鐸,,,,,,滿洲,鑲藍,進士,,,,,,,,
266566,1906.0,1.0,7110.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,復陽,南陽府,桐栢縣,,簡缺,,知縣,,,,,,王,慶垣,,,,順天,通州,,,進士,,,,,,,,
266574,1906.0,1.0,7118.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,菊潭,南陽府,內鄉縣,,中缺,繁難,知縣,,,,,,董,駿聲,,,,山東,章邱,,,舉人,,,,,,,,
266579,1906.0,1.0,7123.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,漢廣,南陽府,新野縣,,簡缺,衝,知縣,,,,,,葉,承祖,,,,廣西,岑溪,,,拔貢,,,,,,,,
266591,1906.0,1.0,7135.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,定陵,淅川直隸廳,舞陽縣,,簡缺,,知縣,,,,,,李,文烈,,,,順天,密雲,,,附貢,,,,,,,,
266595,1906.0,1.0,7139.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,271,河南省,汝墳,淅川直隸廳,葉縣,,簡缺,衝,知縣,,,,,,李,行恕,,,,江西,南城,,,監生,,,,,,,,
266606,1906.0,1.0,7150.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,保城,汝甯府,汝陽縣,,中缺,繁難,知縣,,,,,,張,心泰,,,,江蘇,江都,,,附貢,,,,,,,,
266611,1906.0,1.0,7155.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,滇陽,汝甯府,正陽縣,,簡缺,繁,知縣,,,,,,王,拱裳,,,,江蘇,吳縣,,,舉人,,,,,,,,
266614,1906.0,1.0,7158.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,武津,汝甯府,上蔡縣,,中缺,繁難,知縣,,,,,,吳,兆熊,,,,江蘇,,,,舉人,,,,,,,,
266618,1906.0,1.0,7162.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,鮦陽,汝甯府,新蔡縣,,簡缺,,知縣,,,,,,褚,輝祖,,,,湖北,,,,監生,,,,,,,,
266622,1906.0,1.0,7166.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,定穎,汝甯府,西平縣,,中缺,衝繁,知縣,,,,,,黃,弻臣,,,,陝西,白河,,,舉人,,,,,,,,
266626,1906.0,1.0,7170.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,吳房,汝甯府,遂平縣,,中缺,衝繁,知縣,,,,,,靳,介熙,,,,山東,聊城,,,廩貢,,,,,,,,
266630,1906.0,1.0,7174.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,明陵,汝甯府,確山縣,,中缺,衝繁,知縣,,,,,,施,廷弼,,,,廣西,橫州,,,進士,,,,,,,,
266642,1906.0,1.0,7186.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,寶城,汝甯府,羅山縣,,中缺,繁難,知縣,,,,,,謝,盈淋,,,,直隸,南宮,,,監生,,,,,,,,
266652,1906.0,1.0,7196.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,西陽,光州直隸州,光山縣,,要缺,繁難,知縣,,,,,,蘇,繩武,,,,陝西,長安,,,進士,,,,,,,,
266656,1906.0,1.0,7200.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,蓼國,光州直隸州,固始縣,,要缺,繁疲難,知縣,,,,,,楊,溶,,,,福建,閩縣,,,進士,,,,,,,,
266662,1906.0,1.0,7206.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,新息,光州直隸州,息縣,,要缺,繁疲難,知縣,,,,,,孔,繁潔,,,,山東,曲阜,,,監生,,,,,,,,
266666,1906.0,1.0,7210.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,272,河南省,雩婁,光州直隸州,商城縣,,簡缺,難,知縣,,,,,,李,德基,,,,江蘇,陽湖,,,供事,,,,,,,,
266676,1906.0,1.0,7220.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,273,河南省,魯陽,汝州直隸州,魯山縣,,簡缺,難,知縣,,,,,,聞,捷,,,,湖北,蘄水,,,進士,,,,,,,,
266681,1906.0,1.0,7225.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,273,河南省,龍山,汝州直隸州,郟縣,,簡缺,難,知縣,,,,,,張,岸宗,,,,湖南,零陵,,,舉人,,,,,,,,
266685,1906.0,1.0,7229.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,273,河南省,雉陽,汝州直隸州,寶豐縣,,簡缺,難,知縣,,,,,,汪,寶堂,,,,江西,貴溪,,,監生,,,,,,,,
266688,1906.0,1.0,7232.0,0.0,80,2.0,爵秩全覽,刻本,光緒,32.0,丙午,春,273,河南省,練溪,汝州直隸州,伊陽縣,,簡缺,,知縣,,,,,,周,鳳曦,,,,湖北,咸甯,,,附貢,,,,,,,,
280130,1906.0,2.0,7583.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,450,河南省,俊儀,開封府,祥符縣,,最要,衝繁難,知縣,,,,,,岳,廷楷,,,,山東,利津,,,廩貢,,,,,28,,11,調
280140,1906.0,2.0,7593.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,450,河南省,小黃,開封府,陳留縣,,簡缺,衝,知縣,,,,,,劉,世瑩,,,,江蘇,江甯,,,監生,,,,,29,,11,選
280145,1906.0,2.0,7598.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,450,河南省,雍邱,開封府,杞縣,,要缺,衝繁難,知縣,,,,,,姚,禮咸,,,,廣東,番禺,,,監生,,,,,28,,8,調
280149,1906.0,2.0,7602.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,450,河南省,咸平,開封府,通許縣,,簡缺,,知縣,,,,,,呂,耀卿,,,,順天,宛平,,,監生,,,,,28,,1,補
280153,1906.0,2.0,7606.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,450,河南省,蔡陂,開封府,尉氏縣,,簡缺,衝,知縣,,,,,,程,錫麒,,,,安徽,黟縣,,,增貢,,,,,28,,3,選
280157,1906.0,2.0,7610.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,朱樓,開封府,洧川縣,,簡缺,,知縣,,,,,,金,樹棠,,,,江蘇,山陽,,,附貢,,,,,30,,6,選
280161,1906.0,2.0,7614.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,彪岡,開封府,鄢陵縣,,簡缺,難,知縣,,,,,,王,玉山,,,,直隸,,,,舉人,,,,,31,,8,補
280165,1906.0,2.0,7618.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,圃田,開封府,中牟縣,,中缺,衝繁,知縣,,,,,,戚,渠清,,,,浙江,餘姚,,,拔貢,,,,,28,,8,選
280171,1906.0,2.0,7624.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,東明,開封府,蘭儀縣,,中缺,衝繁,知縣,,,,,,沈,福源,綏若,,,江蘇,元和,,,,丁酉,,,,28,,1,選
280182,1906.0,2.0,7635.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,曲梁,開封府,密縣,,簡缺,,知縣,,,,,,王,寶鋆,,,,江蘇,吳縣,,,監生,,,,,30,,9,補
280186,1906.0,2.0,7639.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,苑陵,開封府,新鄭縣,,簡缺,衝,知縣,,,,,,王,溥,,,,浙江,武康,,,監生,,,,,22,,5,補
280195,1906.0,2.0,7648.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,廣武,鄭州直隸州,滎澤縣,,要缺,衝繁疲,知縣,,,,,,周,秉彛,,,,湖北,漢陽,,,附貢,,,,,29,,12,調
280202,1906.0,2.0,7655.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,成皋,鄭州直隸州,滎陽縣,,簡缺,衝,知縣,,,,,,張,紹旭,,,,湖北,咸甯,,,舉人,,,,,27,,12,補
280206,1906.0,2.0,7659.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,東虢,鄭州直隸州,汜水縣,,簡缺,衝,知縣,,,,,,姜,海珊,,,,山東,諸城,,,監生,,,,,31,,6,選
280214,1906.0,2.0,7667.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,宛邱,陳州府,淮甯縣,,要缺,繁疲難,知縣,,,,,,左,輔,素維,,,湖南,長沙,,,附生,,,,,29,,6,調
280219,1906.0,2.0,7672.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,溵水,陳州府,商水縣,,簡缺,,知縣,,,,,,,空白,,,,江蘇,陽湖,,,監生,,,,,28,,11,選
280223,1906.0,2.0,7676.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,長平,陳州府,西華縣,,簡缺,難,知縣,,,,,,舒,樹基,,,,浙江,奉化,,,監生,,,,,27,,9,選
280227,1906.0,2.0,7680.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,451,河南省,林陵,陳州府,項城縣,,簡缺,,知縣,,,,,,項,夢羆,,,,浙江,仙居,,,監生,,,,,30,,7,選
280231,1906.0,2.0,7684.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,平興,陳州府,沈邱縣,,簡缺,難,知縣,,,,,,陶,珙,,,,江蘇,陽湖,,,附貢,,,,,28,,4,選
280235,1906.0,2.0,7688.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,陽夏,陳州府,太康縣,,要缺,繁疲難,知縣,,,,,,夏,聯鈺,,,,山東,濟甯州,,,,庚辰,,,,30,,2,調
280240,1906.0,2.0,7693.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,北陳,陳州府,扶溝縣,,簡缺,,知縣,,,,,,林,仲鏞,,,,湖北,武昌,,,舉人,,,,,31,,3,選
280249,1906.0,2.0,7702.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,隠強,許州直隸州,臨頴縣,,簡缺,衝,知縣,,,,,,,空白,,,,湖南,湘潭,,,舉人,,,,,27,,5,補
280253,1906.0,2.0,7706.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,鄭汜,許州直隸州,襄城縣,,中缺,衝繁,知縣,,,,,,熊,廷襄,,,,湖北,松滋,,,監生,,,,,28,,7,補
280257,1906.0,2.0,7710.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,召陵,許州直隸州,郾城縣,,簡缺,衝,知縣,,,,,,吳,文坦,,,,順天,大興,,,拔貢,,,,,28,,8,補
280261,1906.0,2.0,7714.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,長社,許州直隸州,長葛縣,,簡缺,,知縣,,,,,,朱,名炤,,,,山東,平陰,,,,戊戌,,,,31,,10,選
280271,1906.0,2.0,7724.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,淮陽,歸德府,商邱縣,,要缺,衝繁難,知縣,,,,,,楊,清魁,,,,直隸,清苑,,,,庚辰,,,,29,,12,調
280276,1906.0,2.0,7729.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,巳吾,歸德府,甯陵縣,,簡缺,衝,知縣,,,,,,鄭,鴻瑞,,,,江蘇,陽湖,,,舉人,,,,,27,,11,補
280285,1906.0,2.0,7738.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,黍邱,歸德府,夏邑縣,,中缺,衝難,知縣,,,,,,,亷傑,,,,,,漢軍,鑲藍,舉人,,,,,31,,12,選
280290,1906.0,2.0,7743.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,太邱,歸德府,永城縣,,要缺,衝繁難,知縣,,,,,,周,雲,世臣,,,山東,東阿,,,,壬辰,,,,29,,4,調
280295,1906.0,2.0,7748.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,452,河南省,古虞,歸德府,虞城縣,,中缺,衝繁,知縣,,,,,,俞,紀瑞,,,,浙江,山陰,,,監生,,,,,29,,11,補
280304,1906.0,2.0,7757.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,戴國,歸德府,考城縣,,簡缺,,知縣,,,,,,周,錫曾,,,,浙江,海甯州,,,副貢,,,,,27,,5,補
280309,1906.0,2.0,7762.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,古倜,歸德府,柘城縣,,簡缺,,知縣,,,,,,葉,壽萱,,,,江蘇,昭文,,,監生,,,,,28,,3,選
280318,1906.0,2.0,7771.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,林城,彰德府,安錫縣,,要缺,衝繁疲,知縣,,,,,,李,元楨,,,,江蘇,吳縣,,,舉人,,,,,28,,10,調
280323,1906.0,2.0,7776.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,相州,彰德府,湯陰縣,,中缺,衝繁,知縣,,,,,,周,寶深,,,,山東,濟甯州,,,廩監,,,,,28,,1,選
280328,1906.0,2.0,7781.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,淦水,彰德府,臨漳縣,,簡缺,繁,知縣,,,,,,嚴,義豫,,,,浙江,慈谿,,,監生,,,,,30,,3,補
280332,1906.0,2.0,7785.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,林慮,彰德府,林縣,,簡缺,繁,知縣,,,,,,廖,學沂,,,,四川,富順,,,貢生,,,,,31,,2,選
280336,1906.0,2.0,7789.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,繁陽,彰德府,內黃縣,,要缺,繁難,知縣,,,,,,,愛仁,,,,,,蒙古,正黃,,己丑,,,,30,,3,補
280342,1906.0,2.0,7795.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,陽邑,彰德府,武安縣,,簡缺,繁,知縣,,,,,,,空白,,,,江蘇,陽湖,,,,丙戌,,,,30,,6,選
280346,1906.0,2.0,7799.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,刈陵,彰德府,涉縣,,簡缺,,知縣,,,,,,顧,壽椿,,,,浙江,山陰,,,進士,,,,,30,,3,補
280354,1906.0,2.0,7807.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,牧野,衛輝府,汲縣,,中缺,衝繁,知縣,,,,,,裘,祖諤,,,,直隸,河間,,,副榜,,,,,29,,2,補
280358,1906.0,2.0,7811.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,新樂,衛輝府,新鄉縣,,中缺,衝繁,知縣,,,,,,徐,引源,,,,直隸,遵化州,,,附貢,,,,,30,,11,選
280362,1906.0,2.0,7815.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,453,河南省,甯邑,衛輝府,獲嘉縣,,中缺,衝繁,知縣,,,,,,周,兆麒,,,,順天,寶坻,,,廩貢,,,,,29,,10,選
280367,1906.0,2.0,7820.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,454,河南省,古股,衛輝府,淇縣,,簡缺,衝,知縣,,,,,,王,同文,,,,山東,長山,,,監生,,,,,30,,4,選
280370,1906.0,2.0,7823.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,454,河南省,其城,衛輝府,輝縣,,簡缺,繁,知縣,,,,,,李,如棠,,,,安徽,合肥,,,監生,,,,,28,,7,補
280375,1906.0,2.0,7828.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,454,河南省,酸棗,衛輝府,延津縣,,中缺,衝疲,知縣,,,,,,周,常炳,,,,直隸,天津,,,舉人,,,,,26,,4,補
280384,1906.0,2.0,7837.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,454,河南省,京城,衛輝府,滑縣,,要缺,繁難,知縣,,,,,,呂,相曾,緩臣,,,山東,萊蕪,,,監生,,,,,30,,8,調
280390,1906.0,2.0,7843.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,454,河南省,封父,衛輝府,封邱縣,,簡缺,繁,知縣,,,,,,黃,庭芝,,,,廣東,文昌,,,拔貢,,,,,22,,7,選
280402,1906.0,2.0,7855.0,0.0,81,2.0,缙绅全书,榮寶齋,光緒,32.0,丙午,夏,454,河南省,刑邱,懷慶府,河內縣,,要缺,衝繁,知縣,,,,,,苗,夑,,,,江蘇,上元,,,監生,,,,,27,,9,調
